1 261,321441650391
2 261,321441650391
3 261,321441650391
4 261,338470458984
5 304,832366943359
6 309,766204833984
7 322,303161621094
8 323,56982421875
9 331,112518310547
10 331,945770263672
11 335,391998291016
12 358,660461425781
13 373,190673828125
14 373,190673828125
15 377,023803710938
16 377,023803710938
17 377,023803710938
18 400,137329101563
19 406,926910400391
20 406,926910400391
21 407,988250732422
22 409,252197265625
23 409,252197265625
24 409,706970214844
25 409,749237060547
26 434,822052001953
27 446,112670898438
28 446,992004394531
29 478,378814697266
30 478,378814697266
31 492,727386474609
32 495,768096923828
33 495,768096923828
34 495,768096923828
35 495,768096923828
36 495,768096923828
37 495,768096923828
38 495,768096923828
39 509,709381103516
40 509,709381103516
41 509,709381103516
42 509,709381103516
43 509,709381103516
44 509,91015625
45 509,91015625
46 509,91015625
47 509,91015625
48 510,297637939453
49 510,297637939453
50 510,297637939453
51 510,297637939453
52 510,297637939453
53 510,297637939453
54 510,297637939453
55 510,297637939453
56 515,923950195313
57 529,853881835938
58 529,853881835938
59 529,853881835938
60 529,853881835938
61 535,789306640625
62 535,789306640625
63 536,16162109375
64 536,16162109375
65 536,16162109375
66 536,16162109375
67 536,16162109375
68 536,16162109375
69 536,214965820313
70 536,214965820313
71 536,343566894531
72 536,354370117188
73 536,354370117188
74 536,354370117188
75 536,354370117188
76 537,165710449219
77 537,292541503906
78 537,999328613281
79 559,296264648438
80 559,296264648438
81 559,296264648438
82 559,296264648438
83 559,296264648438
84 559,296264648438
85 559,296264648438
86 560,743530273438
87 560,743530273438
88 560,743530273438
89 560,743530273438
90 560,886108398438
91 560,886108398438
92 560,886108398438
93 560,886108398438
94 560,886108398438
95 560,893249511719
96 560,893249511719
97 560,893249511719
98 560,920715332031
99 560,920715332031
100 560,920715332031
